Canciones,id_tracks,duracion_ms,popularidad,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,time_signature,Canción,Artista/Banda,Producto,Categoría de Producto,Industria,Año
Beverly Hills 90210,7EhQjbj5wKLrqJ3nFIJJOn,95293,12,837,492,822,901,144,-7,421,135,609,3,1,4.0,Beverly Hills 90210,John E. Davis,"Beverly Hills, 90210",Series de televisión,Entretenimiento y Medios,1990
Big Bang Theory Theme,5FCPN8g30PRH7lLgxDh9LQ,105266,50,654,488,901,0,359,-3,101,161,827,7,1,4.0,Big Bang Theory Theme,Barenaked Ladies,The Big Bang Theory,Series de televisión,Entretenimiento y Medios,2007
Big Big World,6nzZXE4iUSpG4LSlSGNH5e,202133,0,239,629,565,34,259,-10,271,88,585,7,1,4.0,Big Big World,Emilia,IKEA,Hogar y jardín,Consumo y Retail,1998
Big Big World,6nzZXE4iUSpG4LSlSGNH5e,202133,0,239,629,565,34,259,-10,271,88,585,7,1,4.0,Big Big World,Emilia,Volkswagen Passat,Vehículos y automóviles,Automotriz y Transporte,1998
Bitch,3i6qNxyVgIdUZTTi5m25EM,252760,69,113,617,886,927,523,-5,551,96,645,9,1,4.0,Bitch,Meredith Brooks,Blast from the Past,Película,Entretenimiento y Medios,1999
Bitch,3i6qNxyVgIdUZTTi5m25EM,252760,69,113,617,886,927,523,-5,551,96,645,9,1,4.0,Bitch,Meredith Brooks,What Women Want,Película,Entretenimiento y Medios,2000
Bitch,3i6qNxyVgIdUZTTi5m25EM,252760,69,113,617,886,927,523,-5,551,96,645,9,1,4.0,Bitch,Meredith Brooks,Charmed,Series de televisión,Entretenimiento y Medios,1998
Bitch,3i6qNxyVgIdUZTTi5m25EM,252760,69,113,617,886,927,523,-5,551,96,645,9,1,4.0,Bitch,Meredith Brooks,Little Fires Everywhere,Series de televisión,Entretenimiento y Medios,2020
Bitch,3i6qNxyVgIdUZTTi5m25EM,252760,69,113,617,886,927,523,-5,551,96,645,9,1,4.0,Bitch,Meredith Brooks,Mercedes-Benz,Vehículos y automóviles,Automotriz y Transporte,2005
Bitter Sweet Symphony,1WYEDcS7WGjv0rG7rmMX3o,359546,61,339,356,913,0,221,-6,499,171,537,9,1,4.0,Bitter Sweet Symphony,The Verve,The Verve,Música,Entretenimiento y Medios,1997
Bitter Sweet Symphony,1WYEDcS7WGjv0rG7rmMX3o,359546,61,339,356,913,0,221,-6,499,171,537,9,1,4.0,Bitter Sweet Symphony,The Verve,Cruel Intentions,Película,Entretenimiento y Medios,1999
Bizarre Love Triangle,2mY8w6mK91IxBJAO6G8lbr,168175,35,555,663,301,0,945,-13,66,137,0,0,1,4.0,Bizarre Love Triangle,New Order,Married to the Mob,Película,Entretenimiento y Medios,1988
Black Betty,4FFKYMQcqGIKLp4pJRdkbm,235933,0,989,441,832,871,133,-9,102,117,772,11,0,4.0,Black Betty,Ram Jam,Levis,Moda y belleza,Consumo y Retail,2004
Blue Velvet,5SzoFexynLVceTLggJTZZM,158653,54,812,189,317,719,214,-8,28,84,251,10,1,4.0,Blue Velvet,Bobby Vinton,Blue Velvet,Película,Entretenimiento y Medios,1986
Bohemian Like You,1aqgARk3YGDkgXPeiKWDuX,211440,12,276,0,867,874,131,-9,312,131,748,4,1,4.0,Bohemian Like You,The Dandy Warhols,Vodafone,Compañía telefonía,Tecnología y Comunicaciones,2001
Bohemian Rhapsody - Remastered 2011,7tFiyTwD0nx5a1eklYtX2J,354320,71,289,391,402,0,243,-9,539,143,228,0,0,4.0,Bohemian Rhapsody - Remastered 2011,Queen,John Lewis,Tiendas físicas y minoristas,Consumo y Retail,2018
Bonanza,0fmRGdeNE5dJnoTipBPdQt,100560,25,376,418,817,708,127,-6,452,134,839,3,1,4.0,Bonanza Theme,"Jay Livingston, Ray Evans",Bonanza,Series de televisión,Entretenimiento y Medios,1959
Boom Bang A Bang - 2005 Remastered Version,6ADrnQ0bIiZOL6sVRrsqza,142733,0,103,377,692,173,685,-7,348,183,762,10,1,3.0,Boom Bang A Bang - 2005 Remastered Version,Lulu,Austin Powers: International Man of Mystery,Película,Entretenimiento y Medios,1997
Boombastic,4fxF8ljwryMZX5c9EKrLFE,249933,71,242,867,538,175,316,-16,361,158,781,2,1,4.0,Boombastic,Shaggy,Levis,Moda y belleza,Consumo y Retail,1995
Boombastic,4fxF8ljwryMZX5c9EKrLFE,249933,71,242,867,538,175,316,-16,361,158,781,2,1,4.0,Boombastic,Shaggy,The Crown,Series de televisión,Entretenimiento y Medios,2022
Bored,04sN26COy28wTXYj3dMoiZ,180933,80,896,614,318,239,795,-12,478,119,112,7,1,4.0,Bored,Billie Eilish,Billie Eilish: The World’s a Little Blurry,Película,Entretenimiento y Medios,2021
Bored,04sN26COy28wTXYj3dMoiZ,180933,80,896,614,318,239,795,-12,478,119,112,7,1,4.0,Bored,Billie Eilish,13 Reasons Why,Series de televisión,Entretenimiento y Medios,2017
Born to Be Alive - The Original,3XIEWK1V9n25PS9Vb6axj5,188133,73,834,704,868,0,206,-5,315,131,808,2,1,4.0,Born to Be Alive - The Original,Patrick Hernandez,Disco,Película,Entretenimiento y Medios,1978
Born to Be Alive - The Original,3XIEWK1V9n25PS9Vb6axj5,188133,73,834,704,868,0,206,-5,315,131,808,2,1,4.0,Born to Be Alive - The Original,Patrick Hernandez,State of Play,Película,Entretenimiento y Medios,2009
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,210373,73,262,438,0,537,221,-12,919,145,0,2,1,4.0,Born To Be Wild,Steppenwolf,Easy Rider,Película,Entretenimiento y Medios,1969
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,210373,73,262,438,0,537,221,-12,919,145,0,2,1,4.0,Born To Be Wild,Steppenwolf,Easy Rider,Película,Entretenimiento y Medios,1969
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,210373,73,262,438,0,537,221,-12,919,145,0,2,1,4.0,Born To Be Wild,Steppenwolf,Herbie: Fully Loaded,Película,Entretenimiento y Medios,2005
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,210373,73,262,438,0,537,221,-12,919,145,0,2,1,4.0,Born To Be Wild,Steppenwolf,Guardians of the Galaxy,Película,Entretenimiento y Medios,2014
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,210373,73,262,438,0,537,221,-12,919,145,0,2,1,4.0,Born To Be Wild,Steppenwolf,Aquaman and the Lost Kingdom,Película,Entretenimiento y Medios,2023
Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,210373,73,262,438,0,537,221,-12,919,145,0,2,1,4.0,Born To Be Wild,Steppenwolf,Miami Vice,Series de televisión,Entretenimiento y Medios,1984
Brady Bunch: Brady Bunch,2NV9Kx2GmbhCErQxtonrqa,163243,0,168,868,0,0,102,-14,416,123,966,0,1,4.0,Brady Bunch Theme,Frank De Vol,The Brady Bunch,Series de televisión,Entretenimiento y Medios,1969
Breakfast At Tiffany's,3GpdNg7Krt9vjc6tgDoKe1,257186,0,113,624,826,0,938,-5,287,110,526,2,1,4.0,Breakfast At Tiffany's,Deep Blue Something,Sears,Tiendas físicas y minoristas,Consumo y Retail,1995
Breaking Bad Main Theme,02FejkRN6ela4AbDXXA16t,67821,19,837,618,0,936,105,-17,354,76,365,2,0,4.0,Breaking Bad Main Theme,Dave Porter,Breaking Bad,Series de televisión,Entretenimiento y Medios,2008
Breathe,56r44Qaz4GoeazC0eUkxDm,267826,43,114,527,481,104,311,-12,268,97,644,7,1,4.0,Breathe,The Prodigy,Charlie’s Angels,Película,Entretenimiento y Medios,2000
Breathe,56r44Qaz4GoeazC0eUkxDm,267826,43,114,527,481,104,311,-12,268,97,644,7,1,4.0,Breathe,The Prodigy,BMW 1 s,Vehículos y automóviles,Automotriz y Transporte,2004
Bring a Little Lovin',24hTWZvRrl74dwKPzqVNYf,141426,41,659,601,913,132,713,-4,134,115,0,1,0,4.0,Bring a Little Lovin',Los Bravos,Coca-Cola,Alimentos y bebidas,Consumo y Retail,1968
Brooklyn Nine Nine - Main Theme,0PYcxujFVrikVn3SI4lTYI,105760,30,125,0,0,939,0,-13,287,108,532,4,0,4.0,Brooklyn Nine-Nine,Dan Marocco,Brooklyn Nine-Nine,Series de televisión,Entretenimiento y Medios,2013
Build Me Up Buttercup,6sPOmDulFtLzfX25zICNrC,177533,5,315,659,513,0,283,-7,293,133,855,0,1,4.0,Build Me Up Buttercup,The Foundations,Wells Fargo,Bancos y servicios financieros,Finanzas y Servicios Profesionales,2015
Build Me Up Buttercup,6sPOmDulFtLzfX25zICNrC,177533,5,315,659,513,0,283,-7,293,133,855,0,1,4.0,Build Me Up Buttercup,The Foundations,Theres Something About Mary,Película,Entretenimiento y Medios,1998
Built For Comfort - Single Version,71X9BXXhU1AgZBEwhNJBvE,155960,0,176,479,611,112,561,-5,31,132,819,2,1,3.0,Built For Comfort - Single Version,Howlin' Wolf,The Wolf of Wall Street,Película,Entretenimiento y Medios,2013
Butch-a-Me (Ba-Ba-Baciami Piccina),7HKFSlHuQo1ohJy0lqdgPn,137786,0,473,658,565,0,136,-11,124,148,965,0,1,4.0,Butch-a-Me (Ba-Ba-Baciami Piccina),Louis Prima,Mickey Blue Eyes,Película,Entretenimiento y Medios,1999
Cambios,2pehRZBrGUQrsAnnyG02ET,203594,40,403,672,563,0,0,-10,136,171,891,7,1,4.0,Cambios,Carlos Rivera,Élite,Series de televisión,Entretenimiento y Medios,2019
Caminando por la vida,2nTlUSqBKN7FVsqD9y4MSf,211680,40,148,695,958,716,154,-3,827,108,711,5,1,4.0,Caminando por la vida,Melendi,Caminos naturales,Turismo,Automotriz y Transporte,2023
Canasteros de Triana,1sgWFKagimebGGegJgjbSr,191000,1,938,0,423,662,174,-10,538,151,751,5,0,4.0,Canasteros de Triana,Triana,Campaña Primavera El Corte Inglés,Moda y belleza,Consumo y Retail,2018
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,Coca-Cola,Alimentos y bebidas,Consumo y Retail,1993
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,Johnsonville Sausage,Alimentos y bebidas,Consumo y Retail,2024
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,Super Mario Bros.,Película,Entretenimiento y Medios,1993
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,Renaissance Man,Película,Entretenimiento y Medios,1994
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,Marley and Me,Película,Entretenimiento y Medios,2008
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,The Incredible Burt Wonderstone,Película,Entretenimiento y Medios,2013
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,Sisters,Película,Entretenimiento y Medios,2015
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,NCIS: Los Angeles,Series de televisión,Entretenimiento y Medios,2009
Cantaloop (Flip Fantasia),06DSI8L6IT8SizCw3JLckz,279360,56,109,851,651,12,124,-11,601,115,942,5,0,4.0,Cantaloop (Flip Fantasia),Us3,Hindsight,Series de televisión,Entretenimiento y Medios,2015
cardigan,4R2kfaDFhslZEMJqAFNpdd,239560,85,537,613,581,345,0,-8,424,130,551,0,0,4.0,cardigan,Taylor Swift,Capital One,Bancos y servicios financieros,Finanzas y Servicios Profesionales,2020
cardigan,4R2kfaDFhslZEMJqAFNpdd,239560,85,537,613,581,345,0,-8,424,130,551,0,0,4.0,cardigan,Taylor Swift,Taylor Swift: The Eras Tour,Película,Entretenimiento y Medios,2024
Cello Suite No. 1 in G Major. BWV 1007: Prelude,6XpYYPfdk2QKegcW4BTKS9,137000,0,986,0,157,943,111,-17,608,86,566,7,1,3.0,"Cello Suite No. 1 in G Major, BWV 1007: Prelude",Johann Sebastian Bach,Master and Commander: The Far Side of the World,Película,Entretenimiento y Medios,2003
Change (feat. Wale),6vl0e796sz7jicnw3sRS81,200853,20,97,653,831,244,744,-4,331,98,807,1,1,4.0,Change (feat. Wale),Yo Gotti,EA Sports FIFA 21,Software y aplicaciones móviles,Tecnología y Comunicaciones,2020
Che La Luna,4LEZGxgtNtnILHuHmwZLJ6,152066,0,299,681,639,0,0,-11,635,127,985,5,0,4.0,Che La Luna,Louis Prima,Big Night,Película,Entretenimiento y Medios,1996
Cheers Theme (Full Length Record),0KiwlUzEr8AFl3EofUxZpj,151373,38,431,428,472,0,709,-9,257,92,401,10,1,4.0,Cheers Theme,Gary Portnoy,Cheers,Series de televisión,Entretenimiento y Medios,1982
Chicken,0YEuLMnnMmBifxgqq0Ump9,167640,0,524,359,984,442,331,-5,205,94,274,2,0,4.0,Chicken,The Eighties Matchbox B-Line Disaster,Kick-Ass,Película,Entretenimiento y Medios,2010
Chip 'N' Dale - Rescue Rangers,7EYL58hOoqtShwQldZTKNw,62693,9,397,787,463,587,159,-14,791,144,785,6,0,4.0,Chip 'n Dale Rescue Rangers Theme,Mark Mueller,Chip n Dale Rescue Rangers,Series de televisión,Entretenimiento y Medios,1989
CHIPs,7ketbyU1TJ1CJN78zEc9j1,76840,23,785,574,471,843,407,-9,394,151,868,10,1,4.0,CHiPs Theme,John Parker,CHiPs,Series de televisión,Entretenimiento y Medios,1977
Chirpy Chirpy Cheep Cheep,703RBHUEEi5c4o4YUXAM9Q,177800,47,916,549,547,226,205,-8,452,129,972,11,0,4.0,Chirpy Chirpy Cheep Cheep,Middle of the Road,The Boys Are Back,Series de televisión,Entretenimiento y Medios,2009
Chup Chup,0ns2FhqWlJUeF45ecOWEiX,146280,0,283,446,871,183,274,-5,821,179,748,7,1,4.0,Chup Chup,Chupa Chups,Chupa Chups,Alimentos y bebidas,Consumo y Retail,2005
Chup Chup,0ns2FhqWlJUeF45ecOWEiX,146280,0,283,446,871,183,274,-5,821,179,748,7,1,4.0,Chup Chup,Australian Blonde,Mixta,Alimentos y bebidas,Consumo y Retail,2006
Chup Chup,0ns2FhqWlJUeF45ecOWEiX,146280,0,283,446,871,183,274,-5,821,179,748,7,1,4.0,Chup Chup,Australian Blonde,Historias del Kronen,Película,Entretenimiento y Medios,1995
Chup Chup,0ns2FhqWlJUeF45ecOWEiX,146280,0,283,446,871,183,274,-5,821,179,748,7,1,4.0,Chup Chup,Chupa Chups,La Hora Chanante,Series de televisión,Entretenimiento y Medios,2005
Chupee,4PdRFw879uTuMoKKn2tycf,171226,0,814,752,446,357,743,-7,54,120,0,7,1,4.0,Chupee,Cocoon,McDonalds,Alimentos y bebidas,Consumo y Retail,2009
City Of Stars,3SKxvvgoXxifxNfGhlXO7T,146333,46,565,738,328,0,746,-10,863,101,339,6,0,4.0,City Of Stars,Ryan Gosling & Emma Stone,La La Land,Película,Entretenimiento y Medios,2016
Ciudadanos de un lugar llamado mundo,6Sv4iAMMoPUI2T5h36nmlE,238586,16,435,532,913,181,274,-6,563,91,617,9,0,4.0,Ciudadanos de un lugar llamado mundo,Joaquín Sabina,Telefónica,Compañía telefonía,Tecnología y Comunicaciones,2008
Ciudadanos de un lugar llamado mundo,6Sv4iAMMoPUI2T5h36nmlE,238586,16,435,532,913,181,274,-6,563,91,617,9,0,4.0,Ciudadanos de un lugar llamado mundo,Joaquín Sabina,El Hombre de la Mancha,Película,Entretenimiento y Medios,2009
Clase 406,064cl0EPFMF8HIWPS47mKW,195826,26,571,621,938,0,957,-3,818,124,652,2,1,4.0,Clase 406,Aarón Díaz,Clase 406,Series de televisión,Entretenimiento y Medios,2002
Clocks,0BCPKOYdS2jbQ8iyB56Zns,307879,83,599,577,749,115,183,-7,279,130,255,5,0,4.0,Clocks,Coldplay,The Wild,Película,Entretenimiento y Medios,2006
Clocks,0BCPKOYdS2jbQ8iyB56Zns,307879,83,599,577,749,115,183,-7,279,130,255,5,0,4.0,Clocks,Coldplay,The Tourist,Película,Entretenimiento y Medios,2010
Clocks,0BCPKOYdS2jbQ8iyB56Zns,307879,83,599,577,749,115,183,-7,279,130,255,5,0,4.0,Clocks,Coldplay,Apple iPod,Plataformas digitales,Tecnología y Comunicaciones,2003
Close To Me,4xiyq1iRdsxuU1BPUJ490Z,203266,69,745,724,523,703,811,-11,116,185,965,11,1,4.0,Close To Me,The Cure,Nokia,Dispositivos electrónicos,Tecnología y Comunicaciones,1991
Close To Me,4xiyq1iRdsxuU1BPUJ490Z,203266,69,745,724,523,703,811,-11,116,185,965,11,1,4.0,Close To Me,The Cure,The O.C.,Series de televisión,Entretenimiento y Medios,2006
Close To Me,4xiyq1iRdsxuU1BPUJ490Z,203266,69,745,724,523,703,811,-11,116,185,965,11,1,4.0,Close To Me,The Cure,Volkswagen Golf,Vehículos y automóviles,Automotriz y Transporte,1999
Código Postal,5gh8F3a5wkFaJgt5vkbcZY,181026,40,258,656,0,0,169,-5,404,117,692,5,1,4.0,Código Postal,Pee Wee,Código Postal,Series de televisión,Entretenimiento y Medios,2006
Coleccionista de Canciones,28Ct4qwkQXY2W5yyNCLuVI,306986,69,336,568,0,0,113,-5,309,142,325,1,1,4.0,Coleccionista de Canciones,Camila,Las Dos Caras de Ana,Series de televisión,Entretenimiento y Medios,2006
Come,1YrC8s6yZWw23QxW6rfM9f,162266,60,232,818,783,886,803,-6,444,99,819,1,1,4.0,Come,Pearl Jam,Levis Jeans,Moda y belleza,Consumo y Retail,2004
Come On-A My House - Remastered 1999,5tLecBHbt80rd0q8bPIMNW,176533,14,636,797,899,0,835,-21,389,110,472,8,1,4.0,Come On-A My House,Rosemary Clooney,The Stars Are Singing,Película,Entretenimiento y Medios,1953
Come On. Let's Go,7lAVmqRbm79nGN4auDjJ9b,119960,48,104,0,814,613,959,-9,373,176,766,9,1,4.0,"Come On, Let's Go",Ritchie Valens,Levis,Moda y belleza,Consumo y Retail,1997
Como Duele (Barrera de Amor),4tSpVX0T8OxtnbjjnEvCsK,240001,32,452,582,624,0,983,-6,273,132,0,4,1,4.0,Como Duele (Barrera de Amor),Noelia,Barrera de Amor,Series de televisión,Entretenimiento y Medios,2005
Cómplices al Rescate,3FuSwDDYm55t4kQHTm3ttE,183240,33,738,419,813,0,513,-4,342,92,925,11,1,4.0,Cómplices al Rescate,Belinda,Cómplices al Rescate,Series de televisión,Entretenimiento y Medios,2002
Con poco me lo monto,7wQvGYkLajaF08TUK9qoQv,192413,20,655,702,707,0,645,-6,402,120,935,7,1,4.0,Con poco me lo monto,Javier Gurruchaga,Sé infiel y no mires con quién,Película,Entretenimiento y Medios,2021
Concebido Sin Pecado,2FUnvbLhHvpx2wZ8shrn8S,240133,25,185,507,704,0,105,-6,407,152,488,9,1,4.0,Concebido Sin Pecado,Manoella Torres,Amor Real,Película,Entretenimiento y Medios,2003
Concerning Hobbits,644es5aYPJghtZLjM1rmSP,175040,63,843,488,629,406,133,-21,342,104,175,2,1,4.0,Concerning Hobbits,Howard Shore,The Lord of the Rings: The Fellowship of the Ring,Película,Entretenimiento y Medios,2001
Contra Viento Y Marea,4kciJLaO7wMORqQILZbYCU,221373,40,251,488,671,216,105,-6,294,175,579,0,1,4.0,Contra Viento Y Marea,Intocable,Contra Viento y Marea,Series de televisión,Entretenimiento y Medios,2005
"Cosy in the Rocket (From ""Grey's Anatomy"")",7dOt5MGqYMYeNGXdwlIEbS,265000,48,445,615,0,587,186,-9,307,118,737,2,0,4.0,Cosy in the Rocket (Main Theme from 'Grey's Anatomy'),Psapp,Greys Anatomy,Series de televisión,Entretenimiento y Medios,2005
Cotton Eye Joe,4QeWMGQEyuQSsnzpY7ryVf,190413,0,147,715,937,807,425,-6,551,132,651,9,0,4.0,Cotton Eye Joe,Rednex,Toyota Tacoma,Vehículos y automóviles,Automotriz y Transporte,2004
Coyotes (Versión en Acústico El Embarcadero),0WFSHNVtCYni6ktsBy4BsJ,230136,0,895,433,244,994,113,-8,354,145,242,9,0,3.0,Coyotes (Versión en Acústico El Embarcadero),Vetusta Morla,El Embarcadero,Series de televisión,Entretenimiento y Medios,2019
Crash,7COcoiWy4fuz0nH2v8BkRD,152200,48,809,369,0,149,0,-11,321,170,915,11,1,4.0,Crash,The Primitives,Dumb and Dumber,Película,Entretenimiento y Medios,1994
Creep,0q2izQgiJxTvPks6QyZk3t,293520,16,969,0,108,737,697,-19,404,100,357,2,1,5.0,Creep,Radiohead,The Social Network,Película,Entretenimiento y Medios,2010
Creep,0q2izQgiJxTvPks6QyZk3t,293520,16,969,0,108,737,697,-19,404,100,357,2,1,5.0,Creep,Radiohead,The Morning Show,Series de televisión,Entretenimiento y Medios,2019
Crimson & Clover,0I4yYE831a8SW8QIx6bz4x,209640,51,235,408,692,255,197,-9,685,82,684,11,1,4.0,Crimson & Clover,Tommy James & The Shondells,The Love Witch,Película,Entretenimiento y Medios,2016
Cry,3p4hRhMcb6ch8OLtATMaLw,256799,83,758,408,398,654,112,-10,277,142,165,7,1,4.0,Cry,Mandy Moore,A Walk to Remember,Película,Entretenimiento y Medios,2002
Cuéntame,6buqYaAyimysMjE8yuiaXy,170000,46,242,675,522,539,287,-13,461,132,476,1,0,4.0,Cuéntame,Alejo Stivel,Cuéntame cómo pasó,Series de televisión,Entretenimiento y Medios,2018
Cups,4eiWWDbWczW2GLqg6Lyg48,130500,34,496,0,854,523,675,-6,228,128,767,6,1,4.0,Cups,Anna Kendrick,Pitch Perfect,Película,Entretenimiento y Medios,2012
Da Da Da I Don't Love You. You Don't Love Me Aha Aha Aha,3c5Bt8uT7KprsJschTq8sI,396000,0,598,802,862,969,363,-9,381,131,966,5,0,4.0,"Da Da Da I Don't Love You, You Don't Love Me Aha Aha Aha",Trio,Volkswagen,Vehículos y automóviles,Automotriz y Transporte,1997
Daddy Cool,3WMbD1OyfKuwWDWMNbPQ4g,208600,71,281,763,777,0,134,-6,364,124,929,5,0,4.0,Daddy Cool,Boney M.,"Love, Rosie",Película,Entretenimiento y Medios,2014
Dallas,1VTkdCRllOOYtwXOU3uXAD,124373,0,0,661,641,261,158,-8,265,126,832,0,1,4.0,Dallas,Jerrold Immel,Dallas,Series de televisión,Entretenimiento y Medios,1978
Dallas - the TV Series - Season 1,2vuzSRHcqyoAylvQNADhqQ,73487,23,416,0,494,157,568,-10,318,120,965,11,1,4.0,Dallas - Theme from the TV Series - Season 1,Jerrold Immel,Dallas,Series de televisión,Entretenimiento y Medios,1978
Dame Más,6mS8ubgkRoVjnn0dtnqKBl,267640,27,365,592,808,613,276,-10,481,74,877,9,1,4.0,Dame Más,Alex De La Nuez,Kas,Alimentos y bebidas,Consumo y Retail,1994
Dancing in the Moonlight,3Fzlg5r1IjhLk2qRw667od,232693,81,624,632,856,0,347,-3,348,119,867,10,1,4.0,Dancing in the Moonlight,Toploader,The Parent Trap,Película,Entretenimiento y Medios,1998
Dancing in the Moonlight,3Fzlg5r1IjhLk2qRw667od,232693,81,624,632,856,0,347,-3,348,119,867,10,1,4.0,Dancing in the Moonlight,Toploader,A Walk to Remember,Película,Entretenimiento y Medios,2002
Dancing in the Moonlight,3Fzlg5r1IjhLk2qRw667od,232693,81,624,632,856,0,347,-3,348,119,867,10,1,4.0,Dancing in the Moonlight,Toploader,Sainsburys,Tiendas físicas y minoristas,Consumo y Retail,2011
Dancing in the Moonlight,3Fzlg5r1IjhLk2qRw667od,232693,81,624,632,856,0,347,-3,348,119,867,10,1,4.0,Dancing in the Moonlight,Toploader,Sainsburys,Tiendas físicas y minoristas,Consumo y Retail,2015
Dancing in the Moonlight,3Fzlg5r1IjhLk2qRw667od,232693,81,624,632,856,0,347,-3,348,119,867,10,1,4.0,Dancing in the Moonlight,Toploader,Lexus,Vehículos y automóviles,Automotriz y Transporte,2008
Dawson's Creek: I Don't Want To Wait,61qWeIQhyzQma99gzhvOqI,303314,0,734,405,0,0,867,-10,35,176,558,11,1,4.0,Dawson's Creek: I Don't Want To Wait,Paula Cole,Dawsons Creek,Series de televisión,Entretenimiento y Medios,1998
Daylight,1odExI7RdWc4BT515LTAwj,212953,87,0,508,0,441,93,-9,335,130,324,2,0,4.0,Daylight,David Kushner,Doona!,Series de televisión,Entretenimiento y Medios,2023
De Corazón A Corazón,22A5CixxixTS43bavqvfAZ,247453,22,796,608,0,0,337,-7,271,140,233,5,1,4.0,De Corazón A Corazón,La India,Rubí,Series de televisión,Entretenimiento y Medios,2004
De la luna (Peregrina),3mhuHdURjiPVkG0NEhWSF4,214546,5,189,586,445,0,108,-6,296,136,131,9,1,4.0,De la luna (Peregrina),Eduardo Capetillo,Peregrina,Series de televisión,Entretenimiento y Medios,2006
